,SOCs.soc,TemperaturesCells.cell_21,TemperaturesCells.cell_20,TemperaturesCells.cell_23,TemperaturesCells.cell_22,TemperaturesCells.cell_25,TemperaturesCells.cell_24,TemperaturesCells.cell_27,TemperaturesCells.cell_26,TemperaturesCells.cell_29,TemperaturesCells.cell_28,TemperaturesCells.cell_89,TemperaturesCells.cell_88,TemperaturesCells.cell_87,TemperaturesCells.cell_86,TemperaturesCells.cell_85,TemperaturesCells.cell_84,TemperaturesCells.cell_83,TemperaturesCells.cell_82,TemperaturesCells.cell_81,TemperaturesCells.cell_80,TemperaturesCells.cell_32,TemperaturesCells.cell_33,TemperaturesCells.cell_30,TemperaturesCells.cell_31,TemperaturesCells.cell_36,TemperaturesCells.cell_37,TemperaturesCells.cell_34,TemperaturesCells.cell_35,TemperaturesCells.cell_38,TemperaturesCells.cell_39,TemperaturesCells.cell_90,TemperaturesCells.cell_91,TemperaturesCells.cell_92,TemperaturesCells.cell_93,TemperaturesCells.cell_94,TemperaturesCells.cell_95,TemperaturesCells.cell_96,TemperaturesCells.cell_97,TemperaturesCells.cell_98,TemperaturesCells.cell_99,TemperaturesCells.cell_100,TemperaturesCells.cell_18,TemperaturesCells.cell_19,TemperaturesCells.cell_10,TemperaturesCells.cell_11,TemperaturesCells.cell_12,TemperaturesCells.cell_13,TemperaturesCells.cell_14,TemperaturesCells.cell_15,TemperaturesCells.cell_16,TemperaturesCells.cell_17,TemperaturesCells.cell_69,TemperaturesCells.cell_68,TemperaturesCells.cell_65,TemperaturesCells.cell_64,TemperaturesCells.cell_67,TemperaturesCells.cell_66,TemperaturesCells.cell_61,TemperaturesCells.cell_60,TemperaturesCells.cell_63,TemperaturesCells.cell_62,TemperaturesCells.cell_2,TemperaturesCells.cell_3,TemperaturesCells.cell_1,TemperaturesCells.cell_6,TemperaturesCells.cell_7,TemperaturesCells.cell_4,TemperaturesCells.cell_5,TemperaturesCells.cell_8,TemperaturesCells.cell_9,TemperaturesCells.cell_78,TemperaturesCells.cell_79,TemperaturesCells.cell_76,TemperaturesCells.cell_77,TemperaturesCells.cell_74,TemperaturesCells.cell_75,TemperaturesCells.cell_72,TemperaturesCells.cell_73,TemperaturesCells.cell_70,TemperaturesCells.cell_71,TemperaturesCells.cell_43,TemperaturesCells.cell_42,TemperaturesCells.cell_41,TemperaturesCells.cell_40,TemperaturesCells.cell_47,TemperaturesCells.cell_46,TemperaturesCells.cell_45,TemperaturesCells.cell_44,TemperaturesCells.cell_49,TemperaturesCells.cell_48,TemperaturesCells.cell_54,TemperaturesCells.cell_55,TemperaturesCells.cell_56,TemperaturesCells.cell_57,TemperaturesCells.cell_50,TemperaturesCells.cell_51,TemperaturesCells.cell_52,TemperaturesCells.cell_53,TemperaturesCells.cell_58,TemperaturesCells.cell_59,Voltages.voltage_max,Voltages.voltage_bat,Voltages.voltage_oc,Voltages.voltage_min,Currents.current_max,Currents.current_min,Currents.current_bat,Temperatures.temp_min,Temperatures.temp_mean,Temperatures.temp_outlet,Temperatures.temp_max,Powers.power_loss,Powers.power_bat,Efficiencies.efficiency,TemperaturesCells.cells_0,TemperaturesCells.cells_1,TemperaturesCells.cells_2,TemperaturesCells.cells_3,TemperaturesCells.cells_4,TemperaturesCells.cells_5,TemperaturesCells.cells_6,TemperaturesCells.cells_7,TemperaturesCells.cells_8,TemperaturesCells.cells_9
203.0,47.1,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.3,71.3,71.4,71.4,71.2,71.2,71.4,71.3,71.4,71.4,71.3,71.3,71.5,71.4,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.3,70.3,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.1,71.2,70.2,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.5,71.5,71.5,71.5,70.2,70.3,71.2,71.3,71.5,71.5,1070.0,982.0,,682.0,1810.0,-3270.0,391.0,75.0,71.0,49.7,78.8,,383.962,,71.23,71.35,71.38,71.4,71.4,71.4,71.4,71.4,71.4,71.4
204.0,47.2,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.3,71.3,71.4,71.4,71.2,71.2,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,70.3,71.4,71.4,71.4,71.4,71.5,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.2,71.3,70.2,71.5,71.4,71.4,71.5,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.5,71.5,71.6,71.5,70.2,70.3,71.2,71.4,71.5,71.5,1070.0,982.0,,682.0,1810.0,-3270.0,384.0,75.0,71.1,49.4,78.8,,377.088,,71.27,71.39,71.42,71.43,71.43,71.42,71.41,71.41,71.41,71.41
205.0,47.2,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.3,71.3,71.4,71.4,71.2,71.2,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,70.3,71.4,71.4,71.5,71.4,71.5,71.5,71.5,71.4,71.4,71.4,71.5,71.5,71.5,71.6,71.5,71.5,71.5,71.6,71.5,71.6,71.2,71.3,70.2,71.5,71.5,71.4,71.5,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.4,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.4,71.6,71.5,1070.0,974.0,,682.0,1810.0,-3270.0,60.0,75.1,71.1,49.1,78.9,,58.44,,71.3,71.42,71.45,71.47,71.48,71.47,71.46,71.45,71.44,71.44
206.0,47.3,71.4,71.4,71.4,71.5,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.3,71.4,71.4,71.4,71.3,71.2,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,70.3,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.5,71.6,71.5,71.5,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.3,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.4,71.6,71.6,1070.0,979.0,,682.0,1810.0,-3270.0,321.5,75.1,71.1,48.9,78.9,,314.7485,,71.31,71.44,71.47,71.49,71.49,71.49,71.49,71.48,71.47,71.47
207.0,47.3,71.5,71.5,71.5,71.5,71.4,71.5,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.4,71.4,71.4,71.3,71.3,71.4,71.4,71.4,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,70.3,71.5,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.4,71.4,71.4,71.4,71.5,71.5,71.4,71.4,71.3,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.4,71.6,71.6,1070.0,980.0,,682.0,1810.0,-3270.0,322.5,75.1,71.1,48.8,78.9,,316.05,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.49,71.49,71.48
208.0,47.4,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.4,71.4,71.5,71.5,71.5,71.6,71.5,71.6,71.5,71.5,71.4,71.4,71.4,71.4,71.3,71.3,71.4,71.4,71.5,71.4,71.4,71.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.4,71.4,71.5,71.5,71.4,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.4,71.6,71.6,1070.0,979.0,,682.0,1810.0,-3270.0,307.0,75.1,71.1,48.7,78.9,,300.553,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
209.0,47.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.5,71.4,71.4,71.4,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.5,71.5,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.4,71.6,71.6,1070.0,978.0,,682.0,1810.0,-3270.0,257.5,75.1,71.1,49.4,79.0,,251.835,,71.33,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
210.0,47.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.4,71.4,71.5,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.6,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.5,71.6,71.6,1070.0,974.0,,682.0,1810.0,-3270.0,94.0,75.1,71.1,49.7,79.0,,91.556,,71.33,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
211.0,47.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.4,71.4,71.5,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.6,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.5,71.6,71.6,1070.0,,,682.0,1810.0,-3270.0,-67.5,75.1,71.1,49.6,79.0,,,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
212.0,47.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.4,71.4,71.5,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.6,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.5,71.6,71.6,1070.0,,,682.0,1810.0,-3270.0,-98.0,75.1,71.1,49.5,79.0,,,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
213.0,47.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.4,71.4,71.5,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.5,71.6,71.6,1070.0,,,682.0,1810.0,-3270.0,-94.5,75.1,71.1,49.3,79.0,,,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
214.0,47.4,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.4,71.4,71.5,71.5,71.3,71.3,71.5,71.4,71.5,71.5,71.4,71.4,71.5,71.5,71.6,71.6,71.6,71.5,71.6,71.5,71.5,71.4,70.3,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.2,71.3,70.2,71.5,71.5,71.5,71.5,71.5,71.5,71.6,71.5,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.6,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.4,71.5,71.6,71.6,71.6,71.6,70.2,70.3,71.3,71.5,71.6,71.6,1070.0,,,682.0,1810.0,-3270.0,-92.0,75.0,71.1,49.0,79.0,,,,71.32,71.45,71.48,71.5,71.5,71.5,71.5,71.5,71.5,71.5
